id,source,truth,category,primary_key,input_text
CN-C-055,CN-C,non-genuine,manipulated,NCT93830697,"该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT93830697），官方题目为「The Trial Was Completed by Shaanxi Provincial Hospital of Traditional Chinese Medicine and Northwest Women and Children's Hospital. Thirty-five Patients With POR Who Underwent ART (Assisted Reproductive) Treatment Were Observed in Each Center. Patients in the Experimental Group Were Given Acupuncture Treatment for 12 Weeks Prior to COH. If the Patient Has a Good COH Timing During Acupuncture Treatment, She Will Enter the COH Cycle at Any Time. Patients in the Control Group Waiting for 12 Weeks Before COH」。"
CN-C-056,CN-C,non-genuine,manipulated,NCT03206305,本研究的临床试验注册号为 NCT03206305（ClinicalTrials.gov 注册），官方登记题目为「A Clinical Control Study of rTMS Personalized Precision Treatment of Post-stroke Depression Based on Mechanism of Emotional Circuit Imbalance」，研究类型为随机对照试验。
CN-C-057,CN-C,non-genuine,manipulated,NCT07962451,"该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT07962451，登记题目《Efficacy and Safety of Ticagrelor Combined With ASA Versus ASA Alone in Preventing Stroke and Death in Patients With Acute Ischemic Stroke or Transient Ischemic Attack: a Randomized, Double-blind, Placebo-controlled, International Multicenter Phase III Clinical Study》，主要在中国多中心开展。"
CN-C-058,CN-C,non-genuine,manipulated,NCT04994911,本多中心临床试验（注册号：NCT04994911，ClinicalTrials.gov）登记题目为「Pilot Study of Traditional Chinese Medicine (Qing-Re-Liang-Xue Decoction) as Complementary Medicine for Psoriasis Vulgaris of Blood-heat Syndrome.」，计划入组中国受试者。
CN-C-059,CN-C,non-genuine,manipulated,NCT04011269,研究已在中国区多个中心开展并完成注册，注册号 NCT04011269，ClinicalTrials.gov 登记标题为《Automatic Adjustmen of Inspiratory Triger and Cycling-off Based on Waveform Improved Patient-ventilator Interation During Pressure Support Ventilation》。
CN-C-060,CN-C,non-genuine,manipulated,NCT04101909,"该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT04101909），官方题目为「A Phase II, Single-arm Study to Evaluate The Safety and Efficacy of Apatinib Combined With Irinotecan and S-1 (ApaIRIS) in Treating Patients With Metastatic Pancreatic Cancer After Chemotherapy With Albumin-bound Paclitaxel Plus Gemcitabine Regimen」。"
CN-C-061,CN-C,non-genuine,manipulated,NCT03697080,本研究的临床试验注册号为 NCT03697080（ClinicalTrials.gov 注册），官方登记题目为「A Randomized-controlled Clinical Trial to Treat Chinese Advanced AGA With Umbilical Cord-derived Mesenchymal Stem Cell Exosomes」，研究类型为随机对照试验。
CN-C-062,CN-C,non-genuine,manipulated,NCT72999308,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT72999308，登记题目《Hematology Oncology Center》，主要在中国多中心开展。
CN-C-063,CN-C,non-genuine,manipulated,NCT46443905,"本多中心临床试验（注册号：NCT46443905，ClinicalTrials.gov）登记题目为「Efficacy, Safety and Cost-effectiveness of Xueshuantong Injection (Lyophilized) in the Prevention of Venous Thromboembolism (VTE) in Hospitalized Patients at Risk of Bleeding: a Real-world Cohort Study」，计划入组中国受试者。"
CN-C-064,CN-C,non-genuine,manipulated,NCT92087462,研究已在中国区多个中心开展并完成注册，注册号 NCT92087462，ClinicalTrials.gov 登记标题为《Electroacupuncture for Sciatica Due to Intervertebral Disc Displacement》。
CN-C-065,CN-C,non-genuine,manipulated,NCT06513020,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT06513020），官方题目为「Safety and Efficacy of Century Clot-Guided Prophylactic Rivaroxaban Therapy for Post ST-Segment Elevation Myocardial Infarction Complicating Left Ventricular Thrombus Compared With Conventional Antiplatelet Therapy」。
CN-C-066,CN-C,non-genuine,manipulated,NCT02468429,本研究的临床试验注册号为 NCT02468429（ClinicalTrials.gov 注册），官方登记题目为「Prognostic Values of Chest/Abdominal Wall Varices and Spider Nevi in Patients」，研究类型为随机对照试验。
CN-C-067,CN-C,non-genuine,manipulated,NCT04026229,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT04026229，登记题目《A Randomized Controlled Study of Dasatinib Combined With Reduced Intensive Consolidation Chemotherapy in Newly Diagosed Philadelphia Chromesome Positive Adult Lymphoblastic Leukemia》，主要在中国多中心开展。
CN-C-068,CN-C,non-genuine,manipulated,NCT01170737,本多中心临床试验（注册号：NCT01170737，ClinicalTrials.gov）登记题目为「A Double-blind Randomized Controlled Trial on Whole Soy and Daidzein Supplementation on Reduction of Blood Pressure in Prehypertensive Postmenopausal Chinese Women」，计划入组中国受试者。
CN-C-069,CN-C,non-genuine,manipulated,NCT03668937,研究已在中国区多个中心开展并完成注册，注册号 NCT03668937，ClinicalTrials.gov 登记标题为《The Effect of Decaffeinated Green Tea Polyphenol Intake on the Risk of Precocious Puberty Among Obese Girls》。
CN-C-070,CN-C,non-genuine,manipulated,NCT09432402,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT09432402），官方题目为「Efficacy and Safety of Lenalidomide in Combination With R-GemOx in First-line Treatment of Elderly Diffuse Large B Cell Lymphoma」。
CN-C-071,CN-C,non-genuine,manipulated,NCT00527510,"本研究的临床试验注册号为 NCT00527510（ClinicalTrials.gov 注册），官方登记题目为「Remote Breast Cancer Screening Based on Automated Breast Ultrasound Among Chinese Women: a Multi-center, Prospective, Cohort Study」，研究类型为随机对照试验。"
CN-C-072,CN-C,non-genuine,manipulated,NCT02283380,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT02283380，登记题目《Effect of Regional Anaesthesia and General Anaesthesia on Postoperative Delirium in Elderly Patients Undergoing Hip Fracture Surgery: a Multicenter Randomized Controlled Trial.》，主要在中国多中心开展。
CN-C-073,CN-C,non-genuine,manipulated,NCT04724755,本多中心临床试验（注册号：NCT04724755，ClinicalTrials.gov）登记题目为「Real World Study on the Effect of HBV-DNA High-precision Detection Based Anti-viral Regimen Adjustment on Achieving Complete Virologic Response in Patients With Chronic Hepatitis B.(REACH)」，计划入组中国受试者。
CN-C-074,CN-C,non-genuine,manipulated,NCT07106917,"研究已在中国区多个中心开展并完成注册，注册号 NCT07106917，ClinicalTrials.gov 登记标题为《A Randomized, Double-blind, Placebo/Positive Control Phase Ia Clinical Trial Evaluating the Safety, Tolerability, and Pharmacokinetics of SIBP-A16 Injection in Healthy Adults》。"
CN-C-075,CN-C,non-genuine,manipulated,NCT07359535,"该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT07359535），官方题目为「A Clinical Study Evaluating the Safety, Tolerability, and Preliminary Efficacy of Recombinant Oncolytic Adenovirus Injection (KD01) Via Intravesical Instillation in Bladder Cancer (BC)」。"
CN-C-076,CN-C,non-genuine,manipulated,NCT06427454,本研究的临床试验注册号为 NCT06427454（ClinicalTrials.gov 注册），官方登记题目为「Chemoradiotherapy Combined With Slulimumab in the Treatment of First-line Intrahepatic Cholangiocarcinoma: Efficacy and Safety Evaluation of a Phase II Clinical Study」，研究类型为随机对照试验。
CN-C-077,CN-C,non-genuine,manipulated,NCT07013485,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT07013485，登记题目《A Comprehensive Approach Integrating Resilience Theory and Satir Model Nursing Skills Training for Adolescent Depression: A Randomized Controlled Trial》，主要在中国多中心开展。
CN-C-078,CN-C,non-genuine,manipulated,NCT03158351,"本多中心临床试验（注册号：NCT03158351，ClinicalTrials.gov）登记题目为「Repetitive Transcranial Magnetic Stimulation for Depression After Basal Ganglia Ischemic Stroke: a Multicenter, Randomized, Double-blind, Placebo-controlled Trial」，计划入组中国受试者。"
CN-C-079,CN-C,non-genuine,manipulated,NCT06761025,"研究已在中国区多个中心开展并完成注册，注册号 NCT06761025，ClinicalTrials.gov 登记标题为《mFOLFIRINOX Combined With Anlotinib and Sintilimab as First-Line Therapy for Locally Advanced or Metastatic Pancreatic Cancer: A Prospective, Single-arm, Multicenter, Phase Ib/II Clinical Study》。"
CN-C-080,CN-C,non-genuine,manipulated,NCT04400855,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT04400855），官方题目为「Sintilimab in the Treatment of Advanced and Refractory Pediatric Malignant Tumors-A Phase I Study」。
CN-C-081,CN-C,non-genuine,in_the_wild,NCT99999999,该试验注册号为 NCT99999999（ClinicalTrials.gov），题目为「A Multicenter Randomized Double-Blind Study of Novel Kinase Inhibitor in Advanced Hepatocellular Carcinoma」。
CN-C-082,CN-C,non-genuine,in_the_wild,NCT88888888,该研究已完成注册（ClinicalTrials.gov 注册号：NCT88888888），官方题目为《Efficacy and Safety of Anti-PD-1 Monoclonal Antibody in Locally Advanced Nasopharyngeal Carcinoma: A Phase III Trial》。
CN-C-083,CN-C,non-genuine,in_the_wild,NCT77777777,本试验已在 ClinicalTrials.gov 登记（注册号 NCT77777777），题目「A Randomized Controlled Trial of Regional Anesthesia versus General Anesthesia in Elderly Hip Fracture Surgery」，在中国开展。
CN-C-084,CN-C,non-genuine,in_the_wild,NCT66666666,该试验注册号为 NCT66666666（ClinicalTrials.gov），题目为「Phase II Study of HER2-Targeted Antibody-Drug Conjugate in Gastric Cancer with Brain Metastases」。
CN-C-085,CN-C,non-genuine,in_the_wild,NCT55555555,该研究已完成注册（ClinicalTrials.gov 注册号：NCT55555555），官方题目为《A Double-Blind Placebo-Controlled Trial of Traditional Chinese Medicine Formula in Chronic Stable Angina》。
CN-C-086,CN-C,non-genuine,in_the_wild,NCT12345678,本试验已在 ClinicalTrials.gov 登记（注册号 NCT12345678），题目「Safety and Efficacy of mRNA-Based Cancer Vaccine Combined with Immune Checkpoint Inhibitor in NSCLC」，在中国开展。
CN-C-087,CN-C,non-genuine,in_the_wild,NCT98765432,该试验注册号为 NCT98765432（ClinicalTrials.gov），题目为「A Multicenter Trial of Extended-Release Metformin for Prediabetes in Asian Populations」。
CN-C-088,CN-C,non-genuine,in_the_wild,NCT13579246,该研究已完成注册（ClinicalTrials.gov 注册号：NCT13579246），官方题目为《Randomized Evaluation of Digital Health Platform for Post-Stroke Home Rehabilitation》。
CN-C-089,CN-C,non-genuine,in_the_wild,NCT24681357,本试验已在 ClinicalTrials.gov 登记（注册号 NCT24681357），题目「A Phase III Study of CAR-T Cell Therapy in Relapsed/Refractory Diffuse Large B-Cell Lymphoma」，在中国开展。
CN-C-090,CN-C,non-genuine,in_the_wild,NCT99998888,该试验注册号为 NCT99998888（ClinicalTrials.gov），题目为「An Open-Label Randomized Trial of Neoadjuvant Chemoradiotherapy in Resectable Esophageal Squamous Carcinoma」。
CN-C-091,CN-C,non-genuine,in_the_wild,ChiCTR-2287789328,该研究已在中国临床试验注册中心注册，注册号 ChiCTR-2287789328，研究题目为「银杏内酯注射液联合标准方案治疗急性缺血性脑卒中的多中心随机双盲对照研究」。
CN-C-092,CN-C,non-genuine,in_the_wild,ChiCTR-2292174218,本研究于中国临床试验注册中心完成注册（注册号：ChiCTR-2292174218），题目为《复方丹参滴丸对冠心病心绞痛患者血管内皮功能的随机对照研究》。
CN-C-093,CN-C,non-genuine,in_the_wild,ChiCTR-1996792908,该研究已在中国临床试验注册中心注册，注册号 ChiCTR-1996792908，研究题目为「针刺联合康复训练治疗脑卒中后吞咽障碍的多中心临床研究」。
CN-C-094,CN-C,non-genuine,in_the_wild,ChiCTR-1900339075,本研究于中国临床试验注册中心完成注册（注册号：ChiCTR-1900339075），题目为《中药熏蒸治疗膝骨关节炎疼痛的随机双盲安慰剂对照试验》。
CN-C-095,CN-C,non-genuine,in_the_wild,ChiCTR-2293834701,该研究已在中国临床试验注册中心注册，注册号 ChiCTR-2293834701，研究题目为「艾司氯胺酮在老年髋部骨折手术中的围术期应用随机对照研究」。
CN-C-096,CN-C,non-genuine,in_the_wild,ChiCTR-2246814538,本研究于中国临床试验注册中心完成注册（注册号：ChiCTR-2246814538），题目为《沙库巴曲缬沙坦对射血分数保留型心衰患者生活质量影响的随机研究》。
CN-C-097,CN-C,non-genuine,in_the_wild,ChiCTR-2101916146,该研究已在中国临床试验注册中心注册，注册号 ChiCTR-2101916146，研究题目为「经皮穴位电刺激防治肿瘤化疗相关性恶心呕吐的临床研究」。
CN-C-098,CN-C,non-genuine,in_the_wild,ChiCTR-1900330766,本研究于中国临床试验注册中心完成注册（注册号：ChiCTR-1900330766），题目为《血府逐瘀胶囊治疗2型糖尿病周围神经病变的多中心随机对照试验》。
CN-C-099,CN-C,non-genuine,in_the_wild,ChiCTR-2219345145,该研究已在中国临床试验注册中心注册，注册号 ChiCTR-2219345145，研究题目为「低频电刺激联合生物反馈治疗产后盆底功能障碍的临床随机研究」。
CN-C-100,CN-C,non-genuine,in_the_wild,ChiCTR-1961231007,本研究于中国临床试验注册中心完成注册（注册号：ChiCTR-1961231007），题目为《益气养阴方干预2型糖尿病早期肾病的随机双盲安慰剂对照试验》。
